run_id,date,git_commit,phase,data_start,data_end,params_json,win_rate,expectancy,sharpe,sortino,max_drawdown,notes
1,2026-08-10T22:24:42.227586+00:00,9695f8f,phase4_model_training,2025-09-01,2026-04-30,"{""symbols"": [""AAPL"", ""MSFT"", ""AMZN"", ""GOOGL"", ""NVDA"", ""JPM"", ""WMT"", ""XOM""], ""n_folds"": 5, ""embargo_days"": 4, ""probability_threshold"": 0.5, ""barrier_config"": {""profit_target_pct"": 0.02, ""stop_loss_pct"": 0.01, ""max_holding_bars"": 1170}}",0.35179444005165167,0.0013252912828423994,52.76910456287095,nan,-1.0,"Phase 4 walk-forward aggregate OOS metrics (signal-level, not the Phase 5 backtester)."
2,2026-08-10T22:26:53.039990+00:00,9695f8f,phase4_model_training,2025-09-01,2026-04-30,"{""symbols"": [""AAPL"", ""MSFT"", ""AMZN"", ""GOOGL"", ""NVDA"", ""JPM"", ""WMT"", ""XOM""], ""n_folds"": 5, ""embargo_days"": 4, ""probability_threshold"": 0.5, ""barrier_config"": {""profit_target_pct"": 0.02, ""stop_loss_pct"": 0.01, ""max_holding_bars"": 1170}}",0.35179444005165167,0.0013252912828423994,2.796918975883973,nan,-0.040321739042953775,"Phase 4 walk-forward aggregate OOS metrics (signal-level, not the Phase 5 backtester)."
3,2026-08-10T22:27:35.580100+00:00,9695f8f,phase4_model_training,2025-09-01,2026-04-30,"{""symbols"": [""AAPL"", ""MSFT"", ""AMZN"", ""GOOGL"", ""NVDA"", ""JPM"", ""WMT"", ""XOM""], ""n_folds"": 5, ""embargo_days"": 4, ""probability_threshold"": 0.5, ""barrier_config"": {""profit_target_pct"": 0.02, ""stop_loss_pct"": 0.01, ""max_holding_bars"": 1170}}",0.35179444005165167,0.0013252912828423994,2.796918975883973,nan,-0.040321739042953775,"Phase 4 walk-forward aggregate OOS metrics (signal-level, not the Phase 5 backtester)."
4,2026-08-10T22:43:11.548815+00:00,b6d33b5,phase5_backtest,2025-09-01,2026-04-30,"{""symbols"": [""AAPL"", ""MSFT"", ""AMZN"", ""GOOGL"", ""NVDA"", ""JPM"", ""WMT"", ""XOM""], ""n_folds"": 5, ""embargo_days"": 4, ""starting_equity"": 10000.0, ""fill_config"": {""order_type"": ""market"", ""slippage_bps"": 5.0, ""latency_bars"": 0}, ""risk_config"": {""risk_per_trade_pct"": 0.01, ""max_position_fraction"": 0.25, ""daily_loss_limit_pct"": 0.02, ""max_drawdown_pct"": 0.1, ""pdt_equity_threshold"": 25000.0}}",0.34782608695652173,-0.0004193424104198426,-0.2969369377323845,-0.33760204033313107,-0.06924070371574598,Phase 5 event-driven backtest over Phase 4's exact OOS walk-forward periods.
